t,y with h=0.01,y with h=0.005,y with h=0.001
-100.0,,,
-99.99,,,
-99.98,,,
-99.97,,,
-99.96,,,
-99.95,,,
-99.94,,,
-99.93,,,
-99.92,,,
-99.91,,,
-99.9,,,
-99.89,,,
-99.88,,,
-99.87,,,
-99.86,,,
-99.85,,,
-99.84,,,
-99.83,,,
-99.82,,,
-99.81,,,
-99.8,,,
-99.79,,,
-99.78,,,
-99.77,,,
-99.76,,,
-99.75,,,
-99.74,,,
-99.73,,,
-99.72,,,
-99.71,,,
-99.7,,,
-99.69,,,
-99.68,,,
-99.67,,,
-99.66,,,
-99.65,,,
-99.64,,,
-99.63,,,
-99.62,,,
-99.61,,,
-99.6,,,
-99.59,,,
-99.58,,,
-99.57,,,
-99.56,,,
-99.55,,,
-99.54,,,
-99.53,,,
-99.52,,,
-99.51,,,
-99.5,,,
-99.49,,,
-99.48,,,
-99.47,,,
-99.46,,,
-99.45,,,
-99.44,,,
-99.43,,,
-99.42,,,
-99.41,,,
-99.4,,,
-99.39,,,
-99.38,,,
-99.37,,,
-99.36,,,
-99.35,,,
-99.34,,,
-99.33,,,
-99.32,,,
-99.31,,,
-99.3,,,
-99.29,,,
-99.28,,,
-99.27,,,
-99.26,,,
-99.25,,,
-99.24,,,
-99.23,,,
-99.22,,,
-99.21,,,
-99.2,,,
-99.19,,,
-99.18,,,
-99.17,,,
-99.16,,,
-99.15,,,
-99.14,,,
-99.13,,,
-99.12,,,
-99.11,,,
-99.1,,,
-99.09,,,
-99.08,,,
-99.07,,,
-99.06,,,
-99.05,,,
-99.04,,,
-99.03,,,
-99.02,,,
-99.01,,,
-99.0,,,
-98.99,,,
-98.98,,,
-98.97,,,
-98.96,,,
-98.95,,,
-98.94,,,
-98.93,,,
-98.92,,,
-98.91,,,
-98.9,,,
-98.89,,,
-98.88,,,
-98.87,,,
-98.86,,,
-98.85,,,
-98.84,,,
-98.83,,,
-98.82,,,
-98.81,,,
-98.8,,,
-98.79,,,
-98.78,,,
-98.77,,,
-98.76,,,
-98.75,,,
-98.74,,,
-98.73,,,
-98.72,,,
-98.71,,,
-98.7,,,
-98.69,,,
-98.68,,,
-98.67,,,
-98.66,,,
-98.65,,,
-98.64,,,
-98.63,,,
-98.62,,,
-98.61,,,
-98.6,,,
-98.59,,,
-98.58,,,
-98.57,,,
-98.56,,,
-98.55,,,
-98.54,,,
-98.53,,,
-98.52,,,
-98.51,,,
-98.5,,,
-98.49,,,
-98.48,,,
-98.47,,,
-98.46,,,
-98.45,,,
-98.44,,,
-98.43,,,
-98.42,,,
-98.41,,,
-98.4,,,
-98.39,,,
-98.38,,,
-98.37,,,
-98.36,,,
-98.35,,,
-98.34,,,
-98.33,,,
-98.32,,,
-98.31,,,
-98.3,,,
-98.29,,,
-98.28,,,
-98.27,,,
-98.26,,,
-98.25,,,
-98.24,,,
-98.23,,,
-98.22,,,
-98.21,,,
-98.2,,,
-98.19,,,
-98.18,,,
-98.17,,,
-98.16,,,
-98.15,,,
-98.14,,,
-98.13,,,
-98.12,,,
-98.11,,,
-98.1,,,
-98.09,,,
-98.08,,,
-98.07,,,
-98.06,,,
-98.05,,,
-98.04,,,
-98.03,,,
-98.02,,,
-98.01,,,
-98.0,,,
-97.99,,,
-97.98,,,
-97.97,,,
-97.96,,,
-97.95,,,
-97.94,,,
-97.93,,,
-97.92,,,
-97.91,,,
-97.9,,,
-97.89,,,
-97.88,,,
-97.87,,,
-97.86,,,
-97.85,,,
-97.84,,,
-97.83,,,
-97.82,,,
-97.81,,,
-97.8,,,
-97.79,,,
-97.78,,,
-97.77,,,
-97.76,,,
-97.75,,,
-97.74,,,
-97.73,,,
-97.72,,,
-97.71,,,
-97.7,,,
-97.69,,,
-97.68,,,
-97.67,,,
-97.66,,,
-97.65,,,
-97.64,,,
-97.63,,,
-97.62,,,
-97.61,,,
-97.6,,,
-97.59,,,
-97.58,,,
-97.57,,,
-97.56,,,
-97.55,,,
-97.54,,,
-97.53,,,
-97.52,,,
-97.51,,,
-97.5,,,
-97.49,,,
-97.48,,,
-97.47,,,
-97.46,,,
-97.45,,,
-97.44,,,
-97.43,,,
-97.42,,,
-97.41,,,
-97.4,,,
-97.39,,,
-97.38,,,
-97.37,,,
-97.36,,,
-97.35,,,
-97.34,,,
-97.33,,,
-97.32,,,
-97.31,,,
-97.3,,,
-97.29,,,
-97.28,,,
-97.27,,,
-97.26,,,
-97.25,,,
-97.24,,,
-97.23,,,
-97.22,,,
-97.21,,,
-97.2,,,
-97.19,,,
-97.18,,,
-97.17,,,
-97.16,,,
-97.15,,,
-97.14,,,
-97.13,,,
-97.12,,,
-97.11,,,
-97.1,,,
-97.09,,,
-97.08,,,
-97.07,,,
-97.06,,,
-97.05,,,
-97.04,,,
-97.03,,,
-97.02,,,
-97.01,,,
-97.0,,,
-96.99,,,
-96.98,,,
-96.97,,,
-96.96,,,
-96.95,,,
-96.94,,,
-96.93,,,
-96.92,,,
-96.91,,,
-96.9,,,
-96.89,,,
-96.88,,,
-96.87,,,
-96.86,,,
-96.85,,,
-96.84,,,
-96.83,,,
-96.82,,,
-96.81,,,
-96.8,,,
-96.79,,,
-96.78,,,
-96.77,,,
-96.76,,,
-96.75,,,
-96.74,,,
-96.73,,,
-96.72,,,
-96.71,,,
-96.7,,,
-96.69,,,
-96.68,,,
-96.67,,,
-96.66,,,
-96.65,,,
-96.64,,,
-96.63,,,
-96.62,,,
-96.61,,,
-96.6,,,
-96.59,,,
-96.58,,,
-96.57,,,
-96.56,,,
-96.55,,,
-96.54,,,
-96.53,,,
-96.52,,,
-96.51,,,
-96.5,,,
-96.49,,,
-96.48,,,
-96.47,,,
-96.46,,,
-96.45,,,
-96.44,,,
-96.43,,,
-96.42,,,
-96.41,,,
-96.4,,,
-96.39,,,
-96.38,,,
-96.37,,,
-96.36,,,
-96.35,,,
-96.34,,,
-96.33,,,
-96.32,,,
-96.31,,,
-96.3,,,
-96.29,,,
-96.28,,,
-96.27,,,
-96.26,,,
-96.25,,,
-96.24,,,
-96.23,,,
-96.22,,,
-96.21,,,
-96.2,,,
-96.19,,,
-96.18,,,
-96.17,,,
-96.16,,,
-96.15,,,
-96.14,,,
-96.13,,,
-96.12,,,
-96.11,,,
-96.1,,,
-96.09,,,
-96.08,,,
-96.07,,,
-96.06,,,
-96.05,,,
-96.04,,,
-96.03,,,
-96.02,,,
-96.01,,,
-96.0,,,
-95.99,,,
-95.98,,,
-95.97,,,
-95.96,,,
-95.95,,,
-95.94,,,
-95.93,,,
-95.92,,,
-95.91,,,
-95.9,,,
-95.89,,,
-95.88,,,
-95.87,,,
-95.86,,,
-95.85,,,
-95.84,,,
-95.83,,,
-95.82,,,
-95.81,,,
-95.8,,,
-95.79,,,
-95.78,,,
-95.77,,,
-95.76,,,
-95.75,,,
-95.74,,,
-95.73,,,
-95.72,,,
-95.71,,,
-95.7,,,
-95.69,,,
-95.68,,,
-95.67,,,
-95.66,,,
-95.65,,,
-95.64,,,
-95.63,,,
-95.62,,,
-95.61,,,
-95.6,,,
-95.59,,,
-95.58,,,
-95.57,,,
-95.56,,,
-95.55,,,
-95.54,,,
-95.53,,,
-95.52,,,
-95.51,,,
-95.5,,,
-95.49,,,
-95.48,,,
-95.47,,,
-95.46,,,
-95.45,,,
-95.44,,,
-95.43,,,
-95.42,,,
-95.41,,,
-95.4,,,
-95.39,,,
-95.38,,,
-95.37,,,
-95.36,,,
-95.35,,,
-95.34,,,
-95.33,,,
-95.32,,,
-95.31,,,
-95.3,,,
-95.29,,,
-95.28,,,
-95.27,,,
-95.26,,,
-95.25,,,
-95.24,,,
-95.23,,,
-95.22,,,
-95.21,,,
-95.2,,,
-95.19,,,
-95.18,,,
-95.17,,,
-95.16,,,
-95.15,,,
-95.14,,,
-95.13,,,
-95.12,,,
-95.11,,,
-95.1,,,
-95.09,,,
-95.08,,,
-95.07,,,
-95.06,,,
-95.05,,,
-95.04,,,
-95.03,,,
-95.02,,,
-95.01,,,
-95.0,,,
-94.99,,,
-94.98,,,
-94.97,,,
-94.96,,,
-94.95,,,
-94.94,,,
-94.93,,,
-94.92,,,
-94.91,,,
-94.9,,,
-94.89,,,
-94.88,,,
-94.87,,,
-94.86,,,
-94.85,,,
-94.84,,,
-94.83,,,
-94.82,,,
-94.81,,,
-94.8,,,
-94.79,,,
-94.78,,,
-94.77,,,
-94.76,,,
-94.75,,,
-94.74,,,
-94.73,,,
-94.72,,,
-94.71,,,
-94.7,,,
-94.69,,,
-94.68,,,
-94.67,,,
-94.66,,,
-94.65,,,
-94.64,,,
-94.63,,,
-94.62,,,
-94.61,,,
-94.6,,,
-94.59,,,
-94.58,,,
-94.57,,,
-94.56,,,
-94.55,,,
-94.54,,,
-94.53,,,
-94.52,,,
-94.51,,,
-94.5,,,
-94.49,,,
-94.48,,,
-94.47,,,
-94.46,,,
-94.45,,,
-94.44,,,
-94.43,,,
-94.42,,,
-94.41,,,
-94.4,,,
-94.39,,,
-94.38,,,
-94.37,,,
-94.36,,,
-94.35,,,
-94.34,,,
-94.33,,,
-94.32,,,
-94.31,,,
-94.3,,,
-94.29,,,
-94.28,,,
-94.27,,,
-94.26,,,
-94.25,,,
-94.24,,,
-94.23,,,
-94.22,,,
-94.21,,,
-94.2,,,
-94.19,,,
-94.18,,,
-94.17,,,
-94.16,,,
-94.15,,,
-94.14,,,
-94.13,,,
-94.12,,,
-94.11,,,
-94.1,,,
-94.09,,,
-94.08,,,
-94.07,,,
-94.06,,,
-94.05,,,
-94.04,,,
-94.03,,,
-94.02,,,
-94.01,,,
-94.0,,,
-93.99,,,
-93.98,,,
-93.97,,,
-93.96,,,
-93.95,,,
-93.94,,,
-93.93,,,
-93.92,,,
-93.91,,,
-93.9,,,
-93.89,,,
-93.88,,,
-93.87,,,
-93.86,,,
-93.85,,,
-93.84,,,
-93.83,,,
-93.82,,,
-93.81,,,
-93.8,,,
-93.79,,,
-93.78,,,
-93.77,,,
-93.76,,,
-93.75,,,
-93.74,,,
-93.73,,,
-93.72,,,
-93.71,,,
-93.7,,,
-93.69,,,
-93.68,,,
-93.67,,,
-93.66,,,
-93.65,,,
-93.64,,,
-93.63,,,
-93.62,,,
-93.61,,,
-93.6,,,
-93.59,,,
-93.58,,,
-93.57,,,
-93.56,,,
-93.55,,,
-93.54,,,
-93.53,,,
-93.52,,,
-93.51,,,
-93.5,,,
-93.49,,,
-93.48,,,
-93.47,,,
-93.46,,,
-93.45,,,
-93.44,,,
-93.43,,,
-93.42,,,
-93.41,,,
-93.4,,,
-93.39,,,
-93.38,,,
-93.37,,,
-93.36,,,
-93.35,,,
-93.34,,,
-93.33,,,
-93.32,,,
-93.31,,,
-93.3,,,
-93.29,,,
-93.28,,,
-93.27,,,
-93.26,,,
-93.25,,,
-93.24,,,
-93.23,,,
-93.22,,,
-93.21,,,
-93.2,,,
-93.19,,,
-93.18,,,
-93.17,,,
-93.16,,,
-93.15,,,
-93.14,,,
-93.13,,,
-93.12,,,
-93.11,,,
-93.1,,,
-93.09,,,
-93.08,,,
-93.07,,,
-93.06,,,
-93.05,,,
-93.04,,,
-93.03,,,
-93.02,,,
-93.01,,,
-93.0,,,
-92.99,,,
-92.98,,,
-92.97,,,
-92.96,,,
-92.95,,,
-92.94,,,
-92.93,,,
-92.92,,,
-92.91,,,
-92.9,,,
